Fib,StateCode,Lat,Lang,Cases
38079,North Dakota,48.77,-99.84,8
38081,North Dakota,46.11,-97.63,1
38083,North Dakota,47.58,-100.34,0
38085,North Dakota,46.11,-101.04,2
38087,North Dakota,46.45,-103.46,0
38089,North Dakota,46.81,-102.66,9
38091,North Dakota,47.46,-97.73,0
38093,North Dakota,46.98,-98.96,8
38095,North Dakota,48.69,-99.25,1
38097,North Dakota,47.45,-97.16,2
38099,North Dakota,48.37,-97.73,5
38101,North Dakota,48.22,-101.54,20
38103,North Dakota,47.59,-99.66,3
38105,North Dakota,48.35,-103.48,30
39001,Ohio,38.85,-83.47,19
39003,Ohio,40.77,-84.11,82
39005,Ohio,40.85,-82.27,39
39007,Ohio,41.71,-80.75,37
39009,Ohio,39.33,-82.04,36
39011,Ohio,40.56,-84.22,32
38075,North Dakota,48.72,-101.66,0
39013,Ohio,40.02,-80.99,54
38073,North Dakota,46.46,-97.66,2
38069,North Dakota,48.25,-99.96,1
38027,North Dakota,47.72,-98.90,2
38029,North Dakota,46.28,-100.24,1
38031,North Dakota,47.46,-98.88,2
38033,North Dakota,46.94,-103.85,2
38035,North Dakota,47.92,-97.45,23
38037,North Dakota,46.36,-101.64,0
38039,North Dakota,47.46,-98.24,0
38041,North Dakota,46.43,-102.46,0
38043,North Dakota,46.98,-99.78,0
38045,North Dakota,46.46,-98.54,2
38047,North Dakota,46.46,-99.48,0
38049,North Dakota,48.23,-100.63,1
38051,North Dakota,46.11,-99.44,2
38053,North Dakota,47.74,-103.40,4
38055,North Dakota,47.61,-101.32,1
38057,North Dakota,47.31,-101.83,3
38059,North Dakota,46.72,-101.28,9
38061,North Dakota,48.20,-102.36,2
38063,North Dakota,47.92,-98.19,1
38065,North Dakota,47.12,-101.34,0
38067,North Dakota,48.77,-97.55,2
38071,North Dakota,48.27,-98.72,4
39015,Ohio,38.93,-83.87,39
39017,Ohio,39.44,-84.57,268
39019,Ohio,40.58,-81.09,23
39073,Ohio,39.50,-82.48,17
39075,Ohio,40.56,-81.93,14
39077,Ohio,41.15,-82.60,47
39079,Ohio,39.02,-82.62,27
39081,Ohio,40.39,-80.76,43
39083,Ohio,40.40,-82.42,39
39085,Ohio,41.70,-81.24,178
39087,Ohio,38.60,-82.53,54
39089,Ohio,40.09,-82.48,144
39091,Ohio,40.39,-83.77,37
39093,Ohio,41.30,-82.15,227
39095,Ohio,41.62,-83.65,295
39097,Ohio,39.89,-83.40,32
39099,Ohio,41.02,-80.77,133
39101,Ohio,40.59,-83.16,50
39103,Ohio,41.12,-81.90,122
39105,Ohio,39.09,-82.03,12
39107,Ohio,40.54,-84.63,23
39109,Ohio,40.05,-84.23,84
39111,Ohio,39.73,-81.08,15
39113,Ohio,39.75,-84.29,400
39071,Ohio,39.18,-83.60,35
39069,Ohio,41.33,-84.07,21
39067,Ohio,40.29,-81.09,10
39065,Ohio,40.66,-83.66,19
39021,Ohio,40.14,-83.77,32
39023,Ohio,39.92,-83.78,103
39025,Ohio,39.05,-84.15,208
39027,Ohio,39.41,-83.81,29
39029,Ohio,40.77,-80.78,62
39031,Ohio,40.30,-81.92,18
39033,Ohio,40.85,-82.92,33
39035,Ohio,41.42,-81.66,813
39037,Ohio,40.13,-84.62,28
39039,Ohio,41.32,-84.49,30
38025,North Dakota,47.35,-102.62,0
39041,Ohio,40.28,-83.00,165
39045,Ohio,39.75,-82.63,144
39047,Ohio,39.56,-83.46,30
39049,Ohio,39.97,-83.01,906
39051,Ohio,41.60,-84.13,33
39053,Ohio,38.83,-82.32,15
39055,Ohio,41.50,-81.18,56
39057,Ohio,39.69,-83.89,127
39059,Ohio,40.05,-81.49,27
39061,Ohio,39.20,-84.55,630
39063,Ohio,41.00,-83.67,51
39043,Ohio,41.37,-82.63,66
38023,North Dakota,48.81,-103.49,0
40139,Oklahoma,36.75,-101.49,17
39171,Ohio,41.56,-84.58,27
39173,Ohio,41.36,-83.62,110
39175,Ohio,40.84,-83.31,18
40001,Oklahoma,35.88,-94.66,40
40003,Oklahoma,36.73,-98.32,6
40005,Oklahoma,34.37,-96.04,15
40007,Oklahoma,36.75,-100.48,2
40009,Oklahoma,35.27,-99.68,22
40011,Oklahoma,35.88,-98.43,8
40013,Oklahoma,33.96,-96.26,55
40015,Oklahoma,35.17,-98.38,33
40017,Oklahoma,35.54,-97.98,162
40019,Oklahoma,34.25,-97.29,105
40021,Oklahoma,35.91,-95.00,64
40023,Oklahoma,34.03,-95.55,16
40025,Oklahoma,36.75,-102.52,0
40027,Oklahoma,35.20,-97.33,287
40029,Oklahoma,34.59,-96.30,6
40031,Oklahoma,34.66,-98.47,114
40033,Oklahoma,34.29,-98.37,6
40035,Oklahoma,36.76,-95.21,16
39169,Ohio,40.83,-81.89,63
40037,Oklahoma,35.90,-96.37,68
39167,Ohio,39.46,-81.49,47
39163,Ohio,39.25,-82.48,10
39121,Ohio,39.77,-81.46,11
39123,Ohio,41.54,-83.09,31
39125,Ohio,41.12,-84.58,13
39127,Ohio,39.74,-82.24,23
39129,Ohio,39.64,-83.02,60
39131,Ohio,39.08,-83.07,17
39133,Ohio,41.17,-81.20,107
39135,Ohio,39.74,-84.65,25
39137,Ohio,41.02,-84.13,25
39139,Ohio,40.77,-82.54,87
39141,Ohio,39.34,-83.06,56
39143,Ohio,41.36,-83.14,44
39145,Ohio,38.80,-82.99,62
39147,Ohio,41.12,-83.13,43
39149,Ohio,40.33,-84.20,42
39151,Ohio,40.81,-81.36,285
39153,Ohio,41.12,-81.53,364
39155,Ohio,41.32,-80.76,105
39157,Ohio,40.44,-81.47,60
39159,Ohio,40.30,-83.37,48
39161,Ohio,40.86,-84.59,17
39165,Ohio,39.43,-84.17,207
40039,Oklahoma,35.64,-99.00,35
40041,Oklahoma,36.41,-94.80,53
40043,Oklahoma,35.99,-99.01,3
40097,Oklahoma,36.30,-95.23,43
40099,Oklahoma,34.48,-97.07,24
40101,Oklahoma,35.61,-95.38,83
40103,Oklahoma,36.39,-97.23,11
40105,Oklahoma,36.80,-95.62,14
40107,Oklahoma,35.46,-96.33,11
40109,Oklahoma,35.55,-97.41,718
40111,Oklahoma,35.65,-95.96,31
40113,Oklahoma,36.63,-96.40,45
40115,Oklahoma,36.84,-94.81,31
40117,Oklahoma,36.32,-96.70,18
40119,Oklahoma,36.08,-96.98,80
40121,Oklahoma,34.92,-95.75,47
40123,Oklahoma,34.73,-96.68,53
40125,Oklahoma,35.21,-96.95,70
40127,Oklahoma,34.42,-95.38,13
40129,Oklahoma,35.69,-99.70,5
40131,Oklahoma,36.37,-95.60,106
40133,Oklahoma,35.16,-96.62,28
40135,Oklahoma,35.49,-94.75,48
40137,Oklahoma,34.49,-97.85,51
40095,Oklahoma,34.02,-96.77,24
40093,Oklahoma,36.31,-98.53,7
40091,Oklahoma,35.37,-95.67,19
40089,Oklahoma,34.12,-94.77,20
40045,Oklahoma,36.22,-99.75,1
40047,Oklahoma,36.38,-97.78,60
40049,Oklahoma,34.70,-97.31,40
40051,Oklahoma,35.02,-97.88,61
40053,Oklahoma,36.80,-97.79,4
40055,Oklahoma,34.94,-99.56,3
40057,Oklahoma,34.74,-99.85,2
40059,Oklahoma,36.79,-99.67,2
40061,Oklahoma,35.22,-95.12,10
40063,Oklahoma,35.05,-96.25,10
39119,Ohio,39.97,-81.94,83
40065,Oklahoma,34.59,-99.41,16
40069,Oklahoma,34.31,-96.66,15
40071,Oklahoma,36.82,-97.14,61
40073,Oklahoma,35.95,-97.94,23
40075,Oklahoma,34.92,-98.98,7
40077,Oklahoma,34.88,-95.25,8
40079,Oklahoma,34.90,-94.70,56
40081,Oklahoma,35.70,-96.88,29
40083,Oklahoma,35.92,-97.44,47
40085,Oklahoma,33.95,-97.24,20
40087,Oklahoma,35.01,-97.45,48
40067,Oklahoma,34.11,-97.83,9
39117,Ohio,40.52,-82.79,26
42113,Pennsylvania,41.45,-76.51,4
41041,Oregon,44.64,-123.87,7
41043,Oregon,44.49,-122.54,29
41045,Oregon,43.19,-117.62,16
41047,Oregon,44.90,-122.58,147
41049,Oregon,45.42,-119.58,7
41051,Oregon,45.55,-122.42,202
41053,Oregon,44.90,-123.41,30
41055,Oregon,45.42,-120.68,0
41057,Oregon,45.46,-123.71,3
41059,Oregon,45.59,-118.74,72
41061,Oregon,45.31,-118.01,8
41063,Oregon,45.58,-117.18,1
41065,Oregon,45.16,-121.17,11
41067,Oregon,45.56,-123.10,166
41069,Oregon,44.73,-120.03,0
41071,Oregon,45.23,-123.31,35
42001,Pennsylvania,39.87,-77.22,87
42003,Pennsylvania,40.47,-79.98,702
42005,Pennsylvania,40.82,-79.46,54
42007,Pennsylvania,40.68,-80.35,118
42009,Pennsylvania,40.01,-78.49,29
41039,Oregon,43.94,-122.85,91
42011,Pennsylvania,40.42,-75.92,346
41037,Oregon,42.79,-120.39,2
41033,Oregon,42.37,-123.56,35
40145,Oklahoma,35.96,-95.52,97
40147,Oklahoma,36.71,-95.91,45
40149,Oklahoma,35.29,-98.99,11
40151,Oklahoma,36.77,-98.87,7
40153,Oklahoma,36.42,-99.26,23
41001,Oregon,44.71,-117.67,6
41003,Oregon,44.49,-123.43,23
41005,Oregon,45.19,-122.22,103
41007,Oregon,46.00,-123.66,8
41009,Oregon,45.94,-123.09,12
41011,Oregon,43.17,-124.06,11
41013,Oregon,44.14,-120.36,10
41015,Oregon,42.46,-124.16,2
41017,Oregon,43.92,-121.23,65
41019,Oregon,43.28,-123.17,19
41021,Oregon,45.37,-120.20,0
41023,Oregon,44.49,-119.01,2
41025,Oregon,43.06,-118.97,2
41027,Oregon,45.52,-121.66,8
41029,Oregon,42.43,-122.73,66
41031,Oregon,44.63,-121.18,17
41035,Oregon,42.69,-121.65,33
42013,Pennsylvania,40.48,-78.35,94
42015,Pennsylvania,41.79,-76.52,37
42017,Pennsylvania,40.34,-75.11,382
42071,Pennsylvania,40.04,-76.25,402
42073,Pennsylvania,40.99,-80.33,54
42075,Pennsylvania,40.37,-76.46,126
42077,Pennsylvania,40.62,-75.59,333
42079,Pennsylvania,41.18,-75.98,222
42081,Pennsylvania,41.34,-77.07,90
42083,Pennsylvania,41.81,-78.56,38
42085,Pennsylvania,41.30,-80.26,66
42087,Pennsylvania,40.61,-77.61,38
42089,Pennsylvania,41.06,-75.34,106
42091,Pennsylvania,40.21,-75.37,502
42093,Pennsylvania,41.03,-76.66,18
42095,Pennsylvania,40.75,-75.30,268
42097,Pennsylvania,40.85,-76.71,86
42099,Pennsylvania,40.40,-77.26,32
42101,Pennsylvania,40.00,-75.14,673
42103,Pennsylvania,41.33,-75.03,30
42105,Pennsylvania,41.74,-77.90,11
42107,Pennsylvania,40.70,-76.22,155
42109,Pennsylvania,40.77,-77.07,29
42111,Pennsylvania,39.97,-79.03,72
42069,Pennsylvania,41.44,-75.60,156
42067,Pennsylvania,40.53,-77.40,15
42065,Pennsylvania,41.13,-79.00,26
42063,Pennsylvania,40.65,-79.09,37
42019,Pennsylvania,40.91,-79.91,154
42021,Pennsylvania,40.50,-78.71,87
42023,Pennsylvania,41.44,-78.20,4
42025,Pennsylvania,40.92,-75.71,72
42027,Pennsylvania,40.92,-77.82,82
42029,Pennsylvania,39.97,-75.75,247
42031,Pennsylvania,41.19,-79.42,20
42033,Pennsylvania,41.00,-78.48,71
42035,Pennsylvania,41.23,-77.64,26
42037,Pennsylvania,41.05,-76.41,64
40143,Oklahoma,36.12,-95.94,658
42039,Pennsylvania,41.68,-80.11,47
42043,Pennsylvania,40.41,-76.78,176
42045,Pennsylvania,39.92,-75.40,310
42047,Pennsylvania,41.43,-78.65,33
42049,Pennsylvania,41.99,-80.03,164
42051,Pennsylvania,39.92,-79.64,115
42053,Pennsylvania,41.51,-79.23,30
42055,Pennsylvania,39.93,-77.72,129
42057,Pennsylvania,39.93,-78.11,14
42059,Pennsylvania,39.86,-80.22,33
42061,Pennsylvania,40.42,-77.98,34
42041,Pennsylvania,40.16,-77.26,145
40141,Oklahoma,34.37,-98.92,6
46079,South Dakota,44.02,-97.13,5
45025,South Carolina,34.64,-80.16,39
45027,South Carolina,33.67,-80.22,26
45029,South Carolina,32.88,-80.68,34
45031,South Carolina,34.33,-79.96,99
45033,South Carolina,34.39,-79.38,50
45035,South Carolina,33.08,-80.41,165
45037,South Carolina,33.77,-81.96,26
45039,South Carolina,34.39,-81.12,21
45041,South Carolina,34.02,-79.70,206
45043,South Carolina,33.43,-79.33,66
45045,South Carolina,34.90,-82.37,794
45047,South Carolina,34.15,-82.13,74
45049,South Carolina,32.77,-81.14,15
45051,South Carolina,33.92,-79.00,349
45053,South Carolina,32.43,-81.02,22
45055,South Carolina,34.34,-80.59,64
45057,South Carolina,34.68,-80.71,103
45059,South Carolina,34.48,-82.00,74
45061,South Carolina,34.16,-80.26,17
45063,South Carolina,33.90,-81.27,334
45065,South Carolina,33.90,-82.31,7
45023,South Carolina,34.69,-81.16,39
45067,South Carolina,34.08,-79.36,44
45021,South Carolina,35.05,-81.62,59
45017,South Carolina,33.67,-80.78,12
42119,Pennsylvania,40.96,-77.06,51
42121,Pennsylvania,41.40,-79.76,35
42123,Pennsylvania,41.81,-79.27,24
42125,Pennsylvania,40.19,-80.25,162
42127,Pennsylvania,41.65,-75.30,39
42129,Pennsylvania,40.31,-79.47,255
42131,Pennsylvania,41.52,-76.01,11
42133,Pennsylvania,39.92,-76.73,350
44001,Rhode Island,41.71,-71.29,65
44003,Rhode Island,41.67,-71.58,163
44005,Rhode Island,41.56,-71.27,83
44007,Rhode Island,41.87,-71.58,729
44009,Rhode Island,41.46,-71.61,83
45001,South Carolina,34.22,-82.46,18
45003,South Carolina,33.54,-81.64,138
45005,South Carolina,32.99,-81.35,7
45007,South Carolina,34.52,-82.64,222
45009,South Carolina,33.22,-81.06,11
45011,South Carolina,33.27,-81.44,26
45013,South Carolina,32.39,-80.73,151
45015,South Carolina,33.20,-79.95,136
45019,South Carolina,32.82,-79.97,323
45069,South Carolina,34.60,-79.68,28
45071,South Carolina,34.29,-81.60,41
45073,South Carolina,34.75,-83.07,91
46037,South Dakota,45.37,-97.61,2
46039,South Dakota,44.76,-96.67,2
46041,South Dakota,45.16,-100.87,8
46043,South Dakota,43.39,-98.37,1
46045,South Dakota,45.42,-99.22,4
46047,South Dakota,43.24,-103.53,1
46049,South Dakota,45.07,-99.15,1
46051,South Dakota,45.17,-96.77,2
46053,South Dakota,43.19,-99.19,0
46055,South Dakota,44.29,-101.54,0
46057,South Dakota,44.67,-97.19,2
46059,South Dakota,44.55,-99.00,0
46061,South Dakota,43.67,-97.79,1
46063,South Dakota,45.58,-103.50,0
46065,South Dakota,44.39,-100.00,6
46067,South Dakota,43.33,-97.76,2
46069,South Dakota,44.55,-99.49,0
46071,South Dakota,43.69,-101.63,0
46073,South Dakota,44.07,-98.63,2
46075,South Dakota,43.96,-100.69,0
46077,South Dakota,44.37,-97.49,3
46035,South Dakota,43.67,-98.14,8
46033,South Dakota,43.68,-103.45,2
46031,South Dakota,45.71,-101.20,1
46029,South Dakota,44.98,-97.19,13
45075,South Carolina,33.44,-80.80,100
45077,South Carolina,34.89,-82.73,206
45079,South Carolina,34.02,-80.90,366
45081,South Carolina,34.01,-81.73,11
45083,South Carolina,34.93,-81.99,413
45085,South Carolina,33.92,-80.38,96
45087,South Carolina,34.69,-81.62,26
45089,South Carolina,33.62,-79.73,45
45091,South Carolina,34.97,-81.18,293
46003,South Dakota,43.72,-98.56,2
42117,Pennsylvania,41.77,-77.25,15
46005,South Dakota,44.41,-98.28,4
46009,South Dakota,42.99,-97.89,8
46011,South Dakota,44.37,-96.79,20
46013,South Dakota,45.59,-98.35,22
46015,South Dakota,43.72,-99.08,2
46017,South Dakota,44.08,-99.21,0
46019,South Dakota,44.91,-103.51,3
46021,South Dakota,45.77,-100.05,0
46023,South Dakota,43.21,-98.59,4
46025,South Dakota,44.86,-97.73,0
46027,South Dakota,42.91,-96.98,5
46007,South Dakota,43.19,-101.67,1
42115,Pennsylvania,41.82,-75.80,20
47145,Tennessee,35.85,-84.52,55
47001,Tennessee,36.13,-84.20,73
47003,Tennessee,35.51,-86.46,48
47005,Tennessee,36.07,-88.07,9
47007,Tennessee,35.60,-85.21,20
47009,Tennessee,35.69,-83.93,129
47011,Tennessee,35.16,-84.86,108
47013,Tennessee,36.40,-84.15,30
47015,Tennessee,35.81,-86.06,13
47017,Tennessee,35.97,-88.45,26
47019,Tennessee,36.29,-82.13,40
47021,Tennessee,36.26,-87.09,34
47023,Tennessee,35.43,-88.61,15
47025,Tennessee,36.48,-83.66,29
47027,Tennessee,36.55,-85.54,6
47029,Tennessee,35.93,-83.12,38
47031,Tennessee,35.49,-86.07,45
47033,Tennessee,35.82,-89.15,10
47035,Tennessee,35.95,-85.00,62
47037,Tennessee,36.17,-86.79,601
47039,Tennessee,35.60,-88.11,8
47041,Tennessee,35.98,-85.84,21
46137,South Dakota,44.98,-101.67,2
47043,Tennessee,36.15,-87.36,48
46135,South Dakota,43.01,-97.39,10
46127,South Dakota,42.83,-96.66,12
46085,South Dakota,43.90,-99.85,3
46087,South Dakota,43.67,-97.37,1
46089,South Dakota,45.77,-99.22,2
46091,South Dakota,45.76,-97.60,1
46093,South Dakota,44.57,-102.72,11
46095,South Dakota,43.58,-100.76,1
46097,South Dakota,44.02,-97.61,1
46099,South Dakota,43.67,-96.79,91
46101,South Dakota,44.02,-96.67,3
46102,South Dakota,43.34,-102.56,4
46103,South Dakota,44.00,-102.82,54
46105,South Dakota,45.49,-102.48,2
46107,South Dakota,45.07,-99.95,2
46109,South Dakota,45.63,-96.95,5
46111,South Dakota,44.02,-98.09,1
46115,South Dakota,44.94,-98.35,2
46117,South Dakota,44.41,-100.73,1
46119,South Dakota,44.72,-100.13,1
46121,South Dakota,43.19,-100.72,2
46123,South Dakota,43.34,-99.89,1
46125,South Dakota,43.31,-97.15,3
46129,South Dakota,45.43,-100.03,4
47045,Tennessee,36.06,-89.42,31
47047,Tennessee,35.20,-89.41,41
47049,Tennessee,36.38,-84.93,15
47103,Tennessee,35.14,-86.59,30
47105,Tennessee,35.74,-84.31,47
47107,Tennessee,35.43,-84.62,45
47109,Tennessee,35.17,-88.56,22
47111,Tennessee,36.53,-86.01,19
47113,Tennessee,35.61,-88.84,69
47115,Tennessee,35.13,-85.62,26
47117,Tennessee,35.46,-86.76,37
47119,Tennessee,35.62,-87.07,109
47121,Tennessee,35.52,-84.81,11
47123,Tennessee,35.45,-84.25,44
47125,Tennessee,36.50,-87.39,191
47127,Tennessee,35.28,-86.36,6
47129,Tennessee,36.13,-84.65,22
47131,Tennessee,36.36,-89.15,22
47133,Tennessee,36.34,-85.29,22
47135,Tennessee,35.64,-87.86,5
47137,Tennessee,36.56,-85.08,7
47139,Tennessee,35.12,-84.52,16
47141,Tennessee,36.14,-85.51,78
47143,Tennessee,35.61,-84.93,40
47101,Tennessee,35.53,-87.49,8
47099,Tennessee,35.22,-87.40,43
47097,Tennessee,35.76,-89.63,19
47095,Tennessee,36.34,-89.49,20
47051,Tennessee,35.16,-86.09,35
47053,Tennessee,35.99,-88.93,38
47055,Tennessee,35.20,-87.04,34
47057,Tennessee,36.27,-83.51,20
47059,Tennessee,36.17,-82.85,67
47061,Tennessee,35.38,-85.72,12
47063,Tennessee,36.22,-83.27,73
47065,Tennessee,35.18,-85.17,388
47067,Tennessee,36.53,-83.22,4
47069,Tennessee,35.21,-88.99,16
46083,South Dakota,43.28,-96.72,29
47071,Tennessee,35.20,-88.19,22
47075,Tennessee,35.58,-89.29,14
47077,Tennessee,35.66,-88.39,23
47079,Tennessee,36.33,-88.30,18
47081,Tennessee,35.81,-87.48,19
47083,Tennessee,36.29,-87.72,8
47085,Tennessee,36.04,-87.78,10
47087,Tennessee,36.36,-85.67,6
47089,Tennessee,36.05,-83.45,58
47091,Tennessee,36.46,-81.85,15
47093,Tennessee,36.00,-83.95,396
47073,Tennessee,36.44,-82.95,51
46081,South Dakota,44.36,-103.79,9
48155,Texas,33.97,-99.78,1
48011,Texas,34.97,-101.36,1
48013,Texas,28.89,-98.53,58
48015,Texas,29.89,-96.28,23
48017,Texas,34.07,-102.83,2
48019,Texas,29.75,-99.25,16
48021,Texas,30.10,-97.31,146
48023,Texas,33.62,-99.21,3
48025,Texas,28.42,-97.74,25
48027,Texas,31.04,-97.48,247
48029,Texas,29.45,-98.52,2230
48031,Texas,30.27,-98.40,14
48033,Texas,32.74,-101.43,0
48035,Texas,31.90,-97.64,25
48037,Texas,33.45,-94.42,55
48039,Texas,29.19,-95.45,299
48041,Texas,30.66,-96.30,168
48043,Texas,29.81,-103.25,8
48045,Texas,34.53,-101.21,1
48047,Texas,27.03,-98.22,5
48049,Texas,31.77,-99.00,45
48051,Texas,30.49,-96.62,39
48009,Texas,33.62,-98.69,9
48053,Texas,30.79,-98.18,80
48007,Texas,28.11,-97.00,10
48003,Texas,32.30,-102.64,11
47151,Tennessee,36.42,-84.50,16
47153,Tennessee,35.37,-85.41,14
47155,Tennessee,35.78,-83.52,100
47157,Tennessee,35.19,-89.90,632
47159,Tennessee,36.25,-85.95,17
47161,Tennessee,36.50,-87.84,11
47163,Tennessee,36.51,-82.30,111
47165,Tennessee,36.47,-86.46,158
47167,Tennessee,35.50,-89.74,51
47169,Tennessee,36.39,-86.16,53
47171,Tennessee,36.11,-82.44,14
47173,Tennessee,36.29,-83.84,11
47175,Tennessee,35.70,-85.45,7
47177,Tennessee,35.67,-85.78,37
47179,Tennessee,36.29,-82.49,106
47181,Tennessee,35.24,-87.79,57
47183,Tennessee,36.30,-88.72,20
47185,Tennessee,35.93,-85.46,23
47187,Tennessee,35.89,-86.89,225
47189,Tennessee,36.15,-86.30,128
48001,Texas,31.82,-95.65,69
48005,Texas,31.25,-94.61,76
48055,Texas,29.84,-97.62,109
48057,Texas,28.47,-96.62,11
48059,Texas,32.30,-99.37,9
48113,Texas,32.77,-96.78,2766
48115,Texas,32.74,-101.95,8
48117,Texas,34.97,-102.61,14
48119,Texas,33.39,-95.67,4
48121,Texas,33.21,-97.12,537
48123,Texas,29.08,-97.36,8
48125,Texas,33.62,-100.78,0
48127,Texas,28.42,-99.76,20
48129,Texas,34.97,-100.81,3
48131,Texas,27.68,-98.51,11
48133,Texas,32.33,-98.83,11
48135,Texas,31.87,-102.54,55
48137,Texas,29.98,-100.30,1
48139,Texas,32.35,-96.79,238
48141,Texas,31.77,-106.24,597
48143,Texas,32.24,-98.22,30
48145,Texas,31.25,-96.94,34
48147,Texas,33.60,-96.11,38
48149,Texas,29.88,-96.92,27
48151,Texas,32.74,-100.40,2
48153,Texas,34.07,-101.30,6
48111,Texas,36.28,-102.60,2
48109,Texas,31.45,-104.52,1
48107,Texas,33.61,-101.30,2
48105,Texas,30.72,-101.41,5
48061,Texas,26.15,-97.48,210
48063,Texas,32.97,-94.98,12
48065,Texas,35.40,-101.35,2
48067,Texas,33.07,-94.35,14
48069,Texas,34.53,-102.26,3
48071,Texas,29.71,-94.67,50
48073,Texas,31.84,-95.17,32
48075,Texas,34.53,-100.21,35
48077,Texas,33.79,-98.21,11
48079,Texas,33.60,-102.83,0
47149,Tennessee,35.85,-86.41,292
48081,Texas,31.89,-100.53,2
48085,Texas,33.19,-96.57,1013
48087,Texas,34.96,-100.27,6
48089,Texas,29.62,-96.53,15
48091,Texas,29.81,-98.28,69
48093,Texas,31.95,-98.56,6
48095,Texas,31.33,-99.86,2
48097,Texas,33.64,-97.21,38
48099,Texas,31.39,-97.80,145
48101,Texas,34.08,-100.28,1
48103,Texas,31.43,-102.51,6
48083,Texas,31.77,-99.45,10
47147,Tennessee,36.52,-86.87,72
48355,Texas,27.74,-97.54,230
48211,Texas,35.84,-100.27,6
48213,Texas,32.21,-95.86,100
48215,Texas,26.39,-98.18,423
48217,Texas,31.99,-97.13,89
48219,Texas,33.61,-102.34,9
48221,Texas,32.43,-97.83,82
48223,Texas,33.15,-95.56,28
48225,Texas,31.32,-95.42,15
48227,Texas,32.31,-101.44,42
48229,Texas,31.46,-105.39,2
48231,Texas,33.12,-96.09,53
48233,Texas,35.84,-101.35,6
48235,Texas,31.30,-100.98,0
48237,Texas,33.23,-98.17,7
48239,Texas,28.95,-96.58,12
48241,Texas,30.75,-94.03,46
48243,Texas,30.71,-104.14,0
48245,Texas,29.88,-94.16,155
48247,Texas,27.04,-98.70,10
48249,Texas,27.73,-98.09,41
48251,Texas,32.38,-97.37,238
48209,Texas,30.06,-98.03,202
48253,Texas,32.74,-99.88,38
48207,Texas,33.18,-99.73,3
48203,Texas,32.55,-94.37,65
48161,Texas,31.70,-96.15,43
48163,Texas,28.87,-99.11,22
48165,Texas,32.74,-102.64,4
48167,Texas,29.40,-94.90,375
48169,Texas,33.18,-101.30,1
48171,Texas,30.32,-98.95,27
48173,Texas,31.87,-101.52,1
48175,Texas,28.66,-97.43,2
48177,Texas,29.46,-97.49,22
48179,Texas,35.40,-100.81,28
48181,Texas,33.63,-96.68,151
48183,Texas,32.48,-94.82,119
48185,Texas,30.55,-95.99,69
48187,Texas,29.58,-97.95,143
48189,Texas,34.07,-101.83,32
48191,Texas,34.53,-100.68,8
48193,Texas,31.70,-98.11,5
48195,Texas,36.28,-101.35,4
48197,Texas,34.29,-99.75,3
48199,Texas,30.33,-94.39,44
48201,Texas,29.86,-95.39,3133
48205,Texas,35.84,-102.60,2
48255,Texas,28.91,-97.86,10
48257,Texas,32.60,-96.29,162
48259,Texas,29.94,-98.71,31
48313,Texas,30.97,-95.93,36
48315,Texas,32.80,-94.36,8
48317,Texas,32.31,-101.95,3
48319,Texas,30.72,-99.23,4
48321,Texas,28.82,-96.01,43
48323,Texas,28.74,-100.32,116
48325,Texas,29.36,-99.11,39
48327,Texas,30.89,-99.82,0
48329,Texas,31.87,-102.03,109
48331,Texas,30.79,-96.98,25
48333,Texas,31.50,-98.59,8
48335,Texas,32.31,-100.92,4
48337,Texas,33.68,-97.73,21
48339,Texas,30.30,-95.51,481
48341,Texas,35.84,-101.89,9
48343,Texas,33.11,-94.73,10
48345,Texas,34.07,-100.78,0
48347,Texas,31.62,-94.62,31
48349,Texas,32.05,-96.47,62
48351,Texas,30.79,-93.74,14
48353,Texas,32.30,-100.41,12
48311,Texas,28.35,-98.57,0
48309,Texas,31.55,-97.20,209
48307,Texas,31.19,-99.35,2
48305,Texas,33.18,-101.82,3
48261,Texas,26.93,-97.66,0
48263,Texas,33.18,-100.78,0
48265,Texas,30.06,-99.35,41
48267,Texas,30.49,-99.75,1
48269,Texas,33.62,-100.26,0
48271,Texas,29.35,-100.42,7
48273,Texas,27.42,-97.70,18
48275,Texas,33.61,-99.74,2
48277,Texas,33.67,-95.57,61
48279,Texas,34.07,-102.35,9
48159,Texas,33.18,-95.22,7
48281,Texas,31.20,-98.24,37
48285,Texas,29.39,-96.93,15
48287,Texas,30.31,-96.97,21
48289,Texas,31.30,-95.99,30
48291,Texas,30.15,-94.81,54
48293,Texas,31.55,-96.58,47
48295,Texas,36.28,-100.27,1
48297,Texas,28.35,-98.12,10
48299,Texas,30.71,-98.68,20
48301,Texas,31.85,-103.58,0
48303,Texas,33.61,-101.82,229
48283,Texas,28.34,-99.10,13
48157,Texas,29.53,-95.77,604
49047,Utah,40.12,-109.52,0
48411,Texas,31.16,-98.82,7
48413,Texas,30.90,-100.54,1
48415,Texas,32.75,-100.92,19
48417,Texas,32.74,-99.35,2
48419,Texas,31.79,-94.15,13
48421,Texas,36.28,-101.89,0
48423,Texas,32.37,-95.27,186
48425,Texas,32.22,-97.77,11
48427,Texas,26.56,-98.74,83
48429,Texas,32.74,-98.84,5
48431,Texas,31.83,-101.05,0
48433,Texas,33.18,-100.25,3
48435,Texas,30.50,-100.54,1
48437,Texas,34.53,-101.73,4
